,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19724,40,technician,married,tertiary,False,162,no,False,telephone,7,aug,256,3,-1,0,unknown,False
19725,41,management,married,tertiary,False,768,no,False,telephone,7,aug,229,3,-1,0,unknown,False
19726,54,management,married,tertiary,False,2819,no,False,telephone,7,aug,123,3,-1,0,unknown,False
19727,38,technician,married,secondary,False,740,no,False,telephone,7,aug,259,3,-1,0,unknown,False
19728,33,technician,married,secondary,False,2376,no,False,telephone,7,aug,278,3,-1,0,unknown,False
19729,48,services,married,secondary,False,0,no,False,telephone,7,aug,163,5,-1,0,unknown,False
19730,37,management,single,tertiary,False,171,yes,True,telephone,7,aug,250,3,-1,0,unknown,False
19731,50,blue-collar,married,primary,False,506,yes,False,telephone,7,aug,430,4,-1,0,unknown,False
19732,33,technician,divorced,secondary,False,801,no,False,telephone,7,aug,341,5,-1,0,unknown,True
19733,51,housemaid,married,primary,False,1138,no,False,telephone,7,aug,265,3,-1,0,unknown,False
19734,49,blue-collar,married,primary,False,2316,no,False,telephone,7,aug,35,4,-1,0,unknown,False
19735,55,technician,married,tertiary,False,1097,yes,False,telephone,7,aug,191,4,-1,0,unknown,False
19736,56,blue-collar,married,primary,False,0,no,False,telephone,7,aug,152,6,-1,0,unknown,False
19737,56,retired,married,secondary,False,654,no,True,telephone,7,aug,93,4,-1,0,unknown,False
19738,34,management,married,tertiary,False,5334,no,False,telephone,7,aug,385,4,-1,0,unknown,False
19739,37,management,single,tertiary,False,410,no,False,telephone,7,aug,542,3,-1,0,unknown,False
19740,32,management,married,tertiary,False,183,yes,False,telephone,7,aug,112,3,-1,0,unknown,False
19741,33,technician,married,secondary,False,6419,no,False,telephone,7,aug,419,3,-1,0,unknown,False
19742,30,technician,single,secondary,False,0,no,False,telephone,7,aug,82,3,-1,0,unknown,False
19743,34,technician,married,tertiary,False,555,yes,False,telephone,7,aug,144,18,-1,0,unknown,False
19744,43,management,married,tertiary,False,248,no,False,telephone,7,aug,229,4,-1,0,unknown,False
19745,53,services,married,secondary,False,1713,yes,False,telephone,7,aug,160,3,-1,0,unknown,False
19746,52,administrative,married,secondary,False,5122,no,True,telephone,7,aug,218,7,-1,0,unknown,False
19747,34,unemployed,married,tertiary,False,0,no,False,telephone,8,aug,201,6,-1,0,unknown,False
19748,48,administrative,married,secondary,False,2,no,False,telephone,8,aug,152,6,-1,0,unknown,False
19749,48,blue-collar,married,primary,False,174,yes,True,telephone,8,aug,36,8,-1,0,unknown,False
19750,52,technician,divorced,secondary,False,5102,no,False,telephone,8,aug,117,2,-1,0,unknown,False
19751,37,technician,single,secondary,False,3,yes,False,telephone,8,aug,90,5,-1,0,unknown,False
19752,47,self-employed,married,secondary,False,231,no,False,telephone,8,aug,88,2,-1,0,unknown,False
19753,53,management,married,tertiary,False,2327,no,False,telephone,8,aug,94,2,-1,0,unknown,False
19754,33,management,married,tertiary,False,2126,no,False,telephone,8,aug,174,2,-1,0,unknown,False
19755,32,technician,single,tertiary,False,449,no,False,telephone,8,aug,231,2,-1,0,unknown,False
19756,31,entrepreneur,single,secondary,False,37,no,False,telephone,8,aug,73,2,-1,0,unknown,False
19757,35,management,married,tertiary,False,-4,no,False,telephone,8,aug,129,2,-1,0,unknown,False
19758,30,services,single,tertiary,False,1785,no,False,telephone,8,aug,108,2,-1,0,unknown,False
19759,41,technician,married,tertiary,False,1517,no,False,telephone,8,aug,193,3,-1,0,unknown,True
19760,47,management,married,secondary,False,7,no,False,telephone,8,aug,175,2,-1,0,unknown,False
19761,44,technician,married,secondary,False,326,yes,False,telephone,8,aug,108,2,-1,0,unknown,False
19762,58,unknown,married,secondary,False,208,no,False,telephone,8,aug,121,2,-1,0,unknown,False
19763,51,blue-collar,married,primary,False,507,yes,False,telephone,8,aug,85,2,-1,0,unknown,False
19764,31,management,single,tertiary,False,18,no,False,telephone,8,aug,82,2,-1,0,unknown,False
19765,33,housemaid,married,primary,False,0,no,False,telephone,8,aug,138,2,-1,0,unknown,False
19766,37,technician,single,secondary,False,980,no,False,telephone,8,aug,1306,5,-1,0,unknown,True
19767,58,management,married,tertiary,False,648,no,False,telephone,8,aug,110,2,-1,0,unknown,False
19768,60,management,married,tertiary,False,73,no,False,telephone,8,aug,243,2,-1,0,unknown,True
19769,45,management,married,tertiary,False,5450,no,False,telephone,8,aug,188,2,-1,0,unknown,False
19770,44,unemployed,married,tertiary,False,178,no,False,telephone,8,aug,126,2,-1,0,unknown,False
19771,36,management,married,tertiary,False,162,yes,False,telephone,8,aug,75,2,-1,0,unknown,False
19772,52,blue-collar,married,secondary,False,409,no,False,telephone,8,aug,137,2,-1,0,unknown,False
19773,41,technician,married,secondary,False,2123,no,False,telephone,8,aug,130,2,-1,0,unknown,False
19774,52,blue-collar,married,secondary,False,900,no,False,telephone,8,aug,117,2,-1,0,unknown,False
19775,34,technician,single,secondary,False,161,no,True,telephone,8,aug,61,2,-1,0,unknown,False
19776,55,retired,married,primary,False,2325,yes,True,telephone,8,aug,87,7,-1,0,unknown,False
19777,32,technician,married,secondary,False,9608,no,False,telephone,8,aug,114,4,-1,0,unknown,False
19778,34,management,married,tertiary,True,38,no,False,telephone,8,aug,52,11,-1,0,unknown,False
19779,50,blue-collar,married,primary,False,-98,no,True,telephone,8,aug,550,2,-1,0,unknown,False
19780,45,blue-collar,married,secondary,False,162,no,False,telephone,8,aug,130,2,-1,0,unknown,False
19781,31,management,single,tertiary,False,30,no,False,telephone,8,aug,161,2,-1,0,unknown,False
19782,32,technician,married,secondary,False,3333,no,False,telephone,8,aug,50,4,-1,0,unknown,False
19783,31,technician,married,secondary,False,659,yes,False,telephone,8,aug,135,2,-1,0,unknown,False
19784,57,services,married,primary,False,2893,no,False,telephone,8,aug,207,2,-1,0,unknown,False
19785,53,services,married,tertiary,False,-3,no,False,telephone,8,aug,133,2,-1,0,unknown,False
19786,32,management,single,tertiary,False,0,no,False,telephone,8,aug,282,4,-1,0,unknown,False
19787,56,management,divorced,tertiary,False,66721,no,False,telephone,8,aug,442,2,-1,0,unknown,False
19788,31,blue-collar,married,secondary,False,379,no,False,telephone,8,aug,299,5,-1,0,unknown,False
19789,31,management,single,tertiary,False,2978,yes,False,telephone,8,aug,146,2,-1,0,unknown,False
19790,51,blue-collar,married,primary,False,872,no,False,telephone,8,aug,82,2,-1,0,unknown,False
19791,32,technician,single,tertiary,False,5204,no,False,telephone,8,aug,31,2,-1,0,unknown,False
19792,41,technician,single,secondary,False,413,yes,True,telephone,8,aug,292,2,-1,0,unknown,False
19793,60,housemaid,married,secondary,False,1361,no,False,telephone,8,aug,161,2,-1,0,unknown,False
19794,32,management,married,tertiary,False,1388,no,False,telephone,8,aug,161,6,-1,0,unknown,False
19795,47,unemployed,married,secondary,False,1108,no,False,telephone,8,aug,169,2,-1,0,unknown,False
19796,52,blue-collar,married,secondary,False,1493,no,False,telephone,8,aug,94,2,-1,0,unknown,False
19797,42,entrepreneur,married,tertiary,False,42045,no,False,telephone,8,aug,205,2,-1,0,unknown,False
19798,38,unemployed,married,secondary,False,5177,no,False,telephone,8,aug,102,2,-1,0,unknown,False
19799,33,management,married,tertiary,False,2071,no,False,telephone,8,aug,106,2,-1,0,unknown,False
19800,53,technician,married,tertiary,False,3177,no,False,telephone,8,aug,92,2,-1,0,unknown,False
19801,31,technician,single,tertiary,False,6,no,False,telephone,8,aug,243,2,-1,0,unknown,False
19802,57,blue-collar,married,unknown,False,1463,no,False,telephone,8,aug,163,2,-1,0,unknown,False
19803,60,retired,married,secondary,False,345,yes,True,telephone,8,aug,129,6,-1,0,unknown,False
19804,33,technician,married,secondary,False,-163,yes,True,telephone,8,aug,502,2,-1,0,unknown,False
19805,47,technician,divorced,secondary,False,84,no,False,telephone,8,aug,49,2,-1,0,unknown,False
19806,34,management,married,tertiary,False,-218,yes,False,telephone,8,aug,126,2,-1,0,unknown,False
19807,50,blue-collar,married,primary,False,1064,yes,False,telephone,8,aug,31,2,-1,0,unknown,False
19808,34,technician,single,tertiary,False,370,yes,False,telephone,8,aug,155,2,-1,0,unknown,False
19809,33,technician,single,secondary,False,5833,yes,False,telephone,8,aug,93,2,-1,0,unknown,False
19810,48,entrepreneur,married,tertiary,False,0,no,True,telephone,8,aug,85,9,-1,0,unknown,False
19811,47,management,married,tertiary,False,902,no,False,telephone,8,aug,75,3,-1,0,unknown,False
19812,37,technician,married,secondary,False,180,no,False,telephone,8,aug,215,2,-1,0,unknown,False
19813,41,management,married,tertiary,False,881,no,False,telephone,8,aug,75,2,-1,0,unknown,False
19814,36,management,divorced,tertiary,False,8119,no,True,telephone,8,aug,118,2,-1,0,unknown,False
19815,33,management,single,tertiary,False,1909,no,False,telephone,8,aug,191,2,-1,0,unknown,False
19816,35,management,married,secondary,False,674,no,False,telephone,8,aug,87,2,-1,0,unknown,False
19817,30,technician,single,tertiary,False,2427,no,False,telephone,8,aug,261,2,-1,0,unknown,False
19818,31,entrepreneur,married,tertiary,False,1216,no,False,telephone,8,aug,150,4,-1,0,unknown,False
19819,40,technician,married,secondary,False,581,yes,False,telephone,8,aug,258,2,-1,0,unknown,False
19820,37,technician,married,secondary,False,630,no,False,telephone,8,aug,241,6,-1,0,unknown,False
19821,33,management,married,tertiary,False,530,yes,False,telephone,8,aug,94,2,-1,0,unknown,False
19822,49,administrative,married,secondary,False,2116,no,False,telephone,8,aug,109,3,-1,0,unknown,False
19823,52,management,married,tertiary,False,1209,no,False,telephone,8,aug,97,4,-1,0,unknown,False
19824,31,technician,married,tertiary,False,1503,yes,True,telephone,8,aug,257,2,-1,0,unknown,False
19825,47,services,married,secondary,False,405,no,True,telephone,8,aug,994,2,-1,0,unknown,True
19826,50,services,married,primary,False,1903,no,False,telephone,8,aug,175,2,-1,0,unknown,False
19827,30,technician,single,secondary,False,958,no,False,telephone,8,aug,112,2,-1,0,unknown,False
19828,36,management,married,tertiary,False,369,no,False,telephone,8,aug,75,2,-1,0,unknown,False
19829,46,management,married,tertiary,False,1808,no,False,telephone,8,aug,172,2,-1,0,unknown,False
19830,46,technician,married,secondary,False,1975,yes,False,telephone,8,aug,41,2,-1,0,unknown,False
19831,47,management,married,secondary,False,7,no,False,telephone,8,aug,53,2,-1,0,unknown,False
19832,57,unknown,married,primary,False,900,no,False,telephone,8,aug,169,4,-1,0,unknown,False
19833,39,management,married,tertiary,False,3590,no,False,telephone,8,aug,198,2,-1,0,unknown,False
19834,32,management,married,tertiary,False,500,no,False,telephone,8,aug,151,4,-1,0,unknown,False
19835,35,management,married,tertiary,False,82,no,False,telephone,8,aug,507,4,-1,0,unknown,True
19836,41,self-employed,married,secondary,False,0,no,False,telephone,8,aug,197,2,-1,0,unknown,False
19837,35,management,single,tertiary,False,181,yes,False,telephone,8,aug,130,4,-1,0,unknown,False
19838,52,blue-collar,married,secondary,False,331,no,False,telephone,8,aug,84,4,-1,0,unknown,False
19839,37,management,married,tertiary,False,578,yes,False,telephone,8,aug,401,4,-1,0,unknown,False
19840,42,self-employed,married,tertiary,False,0,no,False,telephone,8,aug,118,6,-1,0,unknown,False
19841,47,blue-collar,married,secondary,False,8229,no,False,telephone,8,aug,784,2,-1,0,unknown,True
19842,46,self-employed,married,primary,False,107,yes,False,telephone,8,aug,109,6,-1,0,unknown,False
19843,32,management,divorced,tertiary,False,5550,yes,False,telephone,8,aug,89,4,-1,0,unknown,False
19844,52,housemaid,married,primary,False,135,no,False,telephone,8,aug,172,9,-1,0,unknown,False
19845,34,management,married,tertiary,False,1352,no,False,telephone,8,aug,265,2,-1,0,unknown,False
19846,31,technician,married,secondary,False,172,no,False,telephone,8,aug,151,2,-1,0,unknown,False
19847,33,management,married,tertiary,False,1585,no,False,telephone,8,aug,183,2,-1,0,unknown,False
19848,33,management,single,tertiary,False,238,no,False,telephone,8,aug,80,2,-1,0,unknown,False
19849,33,technician,single,secondary,False,671,no,False,telephone,8,aug,45,2,-1,0,unknown,False
19850,35,management,single,tertiary,False,2975,no,False,telephone,8,aug,249,2,-1,0,unknown,False
19851,34,management,married,tertiary,False,101,no,False,telephone,8,aug,472,2,-1,0,unknown,False
19852,34,management,divorced,tertiary,False,221,no,False,telephone,8,aug,150,2,-1,0,unknown,False
19853,50,entrepreneur,married,secondary,False,2731,no,False,telephone,8,aug,111,2,-1,0,unknown,False
19854,30,technician,single,secondary,False,224,yes,False,telephone,8,aug,298,2,-1,0,unknown,False
19855,38,management,married,tertiary,False,328,no,False,telephone,8,aug,230,2,-1,0,unknown,False
19856,32,technician,single,tertiary,False,1150,no,False,telephone,8,aug,31,2,-1,0,unknown,False
19857,55,management,married,tertiary,False,6880,no,False,telephone,8,aug,353,2,-1,0,unknown,False
19858,44,management,single,tertiary,False,1424,yes,False,telephone,8,aug,201,2,-1,0,unknown,False
19859,52,unemployed,married,secondary,False,2142,no,False,telephone,8,aug,104,2,-1,0,unknown,False
19860,52,technician,married,secondary,False,172,yes,True,telephone,8,aug,75,2,-1,0,unknown,False
19861,59,blue-collar,married,secondary,False,12928,no,False,telephone,8,aug,66,2,-1,0,unknown,False
19862,31,technician,married,tertiary,False,311,no,True,telephone,8,aug,385,2,-1,0,unknown,False
19863,60,technician,single,tertiary,False,2934,no,False,telephone,8,aug,233,2,-1,0,unknown,False
19864,37,management,married,tertiary,False,3288,no,False,telephone,8,aug,124,2,-1,0,unknown,False
19865,60,blue-collar,married,secondary,False,1433,no,False,telephone,8,aug,124,4,-1,0,unknown,False
19866,47,blue-collar,married,primary,False,17,no,False,telephone,8,aug,121,2,-1,0,unknown,False
19867,57,administrative,married,primary,False,853,yes,False,telephone,8,aug,86,4,-1,0,unknown,False
19868,39,self-employed,divorced,tertiary,False,0,no,False,telephone,8,aug,34,2,-1,0,unknown,False
19869,30,management,married,tertiary,False,105,no,False,telephone,8,aug,112,2,-1,0,unknown,False
19870,43,management,married,tertiary,False,6,no,False,telephone,8,aug,324,2,-1,0,unknown,False
19871,47,unknown,married,secondary,False,74,no,False,telephone,8,aug,88,2,-1,0,unknown,False
19872,45,technician,married,secondary,False,581,no,False,telephone,8,aug,156,2,-1,0,unknown,False
19873,41,technician,married,secondary,False,187,no,False,telephone,8,aug,387,2,-1,0,unknown,False
19874,39,management,married,tertiary,False,947,no,False,telephone,8,aug,124,2,-1,0,unknown,False
19875,38,management,married,tertiary,False,179,no,False,unknown,8,aug,317,4,-1,0,unknown,True
19876,51,entrepreneur,married,primary,False,805,yes,False,telephone,8,aug,132,4,-1,0,unknown,False
19877,58,retired,married,primary,False,-257,yes,True,telephone,8,aug,163,2,-1,0,unknown,False
19878,53,unemployed,divorced,tertiary,False,0,yes,True,telephone,8,aug,140,2,-1,0,unknown,False
19879,49,entrepreneur,married,primary,False,10772,no,False,telephone,8,aug,89,2,-1,0,unknown,False
19880,41,technician,married,tertiary,False,6961,no,False,telephone,8,aug,235,2,-1,0,unknown,False
19881,40,technician,single,secondary,False,8259,no,False,telephone,8,aug,254,4,-1,0,unknown,False
19882,34,technician,single,secondary,False,19348,yes,False,telephone,8,aug,316,2,-1,0,unknown,False
19883,41,technician,single,secondary,False,43,no,False,telephone,8,aug,420,2,-1,0,unknown,False
19884,34,technician,married,secondary,False,134,no,False,telephone,8,aug,104,4,-1,0,unknown,False
19885,32,technician,married,tertiary,False,3939,no,False,telephone,8,aug,209,2,-1,0,unknown,False
19886,33,technician,married,secondary,False,390,yes,False,telephone,8,aug,151,2,-1,0,unknown,False
19887,46,services,married,secondary,False,1034,no,False,telephone,8,aug,109,2,-1,0,unknown,False
19888,33,management,married,tertiary,False,1047,no,False,telephone,8,aug,512,4,-1,0,unknown,True
19889,35,management,single,tertiary,False,252,yes,False,telephone,8,aug,89,2,-1,0,unknown,False
19890,44,technician,single,secondary,False,7138,no,False,telephone,8,aug,809,2,-1,0,unknown,True
19891,55,self-employed,married,primary,False,0,no,False,telephone,8,aug,138,2,-1,0,unknown,False
19892,31,self-employed,married,tertiary,False,1015,no,False,telephone,8,aug,112,2,-1,0,unknown,False
19893,34,management,married,tertiary,False,63,no,False,telephone,8,aug,94,2,-1,0,unknown,False
19894,34,technician,single,secondary,False,1076,no,False,telephone,8,aug,70,2,-1,0,unknown,False
19895,38,technician,single,secondary,False,1788,no,False,telephone,8,aug,391,2,-1,0,unknown,False
19896,31,management,single,tertiary,False,165,no,True,telephone,8,aug,523,2,-1,0,unknown,True
19897,34,management,married,tertiary,False,-16,no,False,telephone,8,aug,108,2,-1,0,unknown,False
19898,31,management,single,tertiary,False,9506,no,False,telephone,8,aug,321,2,-1,0,unknown,False
19899,55,retired,married,primary,False,1821,no,False,telephone,8,aug,224,2,-1,0,unknown,False
19900,31,technician,single,tertiary,False,2744,yes,False,telephone,8,aug,309,2,-1,0,unknown,False
19901,57,services,married,secondary,False,504,no,False,telephone,8,aug,177,2,-1,0,unknown,False
19902,45,technician,married,tertiary,False,3168,no,False,telephone,8,aug,109,2,-1,0,unknown,False
19903,33,technician,single,tertiary,False,340,no,False,telephone,8,aug,348,2,-1,0,unknown,False
19904,35,management,married,tertiary,False,3161,no,False,telephone,8,aug,433,2,-1,0,unknown,False
19905,50,technician,married,secondary,False,315,no,False,telephone,8,aug,363,10,-1,0,unknown,False
19906,33,management,married,tertiary,False,2604,no,False,telephone,8,aug,167,2,-1,0,unknown,False
19907,45,management,divorced,tertiary,False,2406,no,False,telephone,8,aug,248,2,-1,0,unknown,False
19908,42,technician,married,tertiary,False,-805,no,False,telephone,8,aug,103,6,-1,0,unknown,False
19909,46,blue-collar,married,primary,False,1596,no,False,telephone,8,aug,417,2,-1,0,unknown,False
19910,32,management,single,tertiary,False,28,no,False,telephone,8,aug,111,2,-1,0,unknown,False
19911,47,technician,divorced,tertiary,False,8422,no,False,telephone,8,aug,200,4,-1,0,unknown,False
19912,31,administrative,married,secondary,False,88,yes,True,telephone,8,aug,189,2,-1,0,unknown,False
19913,45,blue-collar,married,secondary,False,827,yes,True,telephone,8,aug,201,2,-1,0,unknown,False
19914,50,management,married,tertiary,False,290,no,True,telephone,8,aug,50,2,-1,0,unknown,False
19915,54,management,divorced,tertiary,False,-125,no,True,telephone,8,aug,107,2,-1,0,unknown,False
19916,50,blue-collar,married,secondary,False,0,no,False,telephone,8,aug,192,2,-1,0,unknown,False
19917,57,administrative,married,secondary,False,3242,no,False,telephone,8,aug,521,4,-1,0,unknown,False
19918,51,blue-collar,married,secondary,False,700,no,False,telephone,8,aug,237,4,-1,0,unknown,False
19919,37,management,married,tertiary,False,478,no,False,telephone,8,aug,95,2,-1,0,unknown,False
19920,45,management,married,tertiary,False,4877,yes,False,telephone,8,aug,172,2,-1,0,unknown,False
19921,30,management,single,tertiary,False,0,no,False,telephone,8,aug,88,5,-1,0,unknown,False
19922,32,technician,single,secondary,False,4843,no,False,telephone,8,aug,63,4,-1,0,unknown,False
19923,38,technician,single,secondary,False,4359,no,False,telephone,8,aug,170,2,-1,0,unknown,False
19924,31,management,single,tertiary,False,37,no,False,telephone,8,aug,669,2,-1,0,unknown,True
19925,55,management,married,tertiary,False,171,yes,False,telephone,8,aug,73,6,-1,0,unknown,False
19926,32,technician,single,secondary,False,40,no,False,telephone,8,aug,419,2,-1,0,unknown,True
19927,55,blue-collar,married,primary,False,9997,no,False,telephone,8,aug,118,2,-1,0,unknown,False
19928,49,management,divorced,tertiary,False,10,no,False,telephone,8,aug,169,2,-1,0,unknown,False
19929,47,management,married,tertiary,False,260,no,True,telephone,8,aug,138,2,-1,0,unknown,False
19930,46,management,single,tertiary,True,-344,no,False,telephone,8,aug,142,4,-1,0,unknown,False
19931,57,retired,married,tertiary,False,815,no,False,telephone,8,aug,385,2,-1,0,unknown,False
19932,33,management,single,tertiary,False,59,yes,False,telephone,8,aug,215,4,-1,0,unknown,False
19933,33,technician,married,secondary,False,1264,no,True,telephone,8,aug,100,6,-1,0,unknown,False
19934,46,technician,single,tertiary,False,2739,no,False,telephone,8,aug,117,4,-1,0,unknown,False
19935,43,administrative,married,secondary,False,324,no,False,telephone,8,aug,629,4,-1,0,unknown,False
19936,35,management,single,tertiary,False,75,no,True,telephone,8,aug,82,11,-1,0,unknown,False
19937,49,administrative,married,secondary,False,1047,no,False,telephone,8,aug,133,4,-1,0,unknown,False
19938,38,technician,married,tertiary,False,-1,no,False,telephone,8,aug,188,4,-1,0,unknown,False
19939,44,management,married,tertiary,False,5581,no,False,telephone,8,aug,202,2,-1,0,unknown,False
19940,35,entrepreneur,married,tertiary,False,2723,yes,True,telephone,8,aug,275,4,-1,0,unknown,False
19941,48,administrative,married,secondary,False,811,no,True,telephone,8,aug,149,2,-1,0,unknown,False
19942,30,unemployed,married,secondary,False,221,no,False,telephone,8,aug,61,4,-1,0,unknown,False
19943,50,management,married,secondary,False,3002,no,False,telephone,8,aug,125,2,-1,0,unknown,False
19944,31,technician,married,secondary,False,535,no,False,telephone,8,aug,81,2,-1,0,unknown,False
19945,40,management,married,tertiary,False,326,no,False,telephone,8,aug,236,2,-1,0,unknown,False
19946,47,blue-collar,married,secondary,False,2215,no,False,telephone,8,aug,194,4,-1,0,unknown,False
19947,42,technician,single,secondary,False,146,no,False,telephone,8,aug,229,2,-1,0,unknown,False
19948,48,management,married,secondary,False,4415,yes,False,telephone,8,aug,148,6,-1,0,unknown,False
19949,34,technician,married,secondary,False,5266,no,False,telephone,8,aug,140,4,-1,0,unknown,False
19950,59,housemaid,married,primary,False,116,no,False,telephone,8,aug,129,4,-1,0,unknown,False
19951,59,technician,divorced,tertiary,False,0,no,False,telephone,8,aug,124,4,-1,0,unknown,False
19952,30,management,single,tertiary,False,940,no,False,telephone,8,aug,131,2,-1,0,unknown,False
19953,43,self-employed,married,primary,False,9304,no,False,telephone,8,aug,362,4,-1,0,unknown,False
19954,31,technician,single,secondary,False,942,no,False,telephone,8,aug,138,2,-1,0,unknown,False
19955,46,blue-collar,married,primary,False,222,no,False,telephone,8,aug,71,2,-1,0,unknown,False
19956,33,technician,married,secondary,False,-534,yes,True,telephone,8,aug,16,7,-1,0,unknown,False
19957,30,technician,single,secondary,False,0,no,False,telephone,8,aug,216,2,-1,0,unknown,False
19958,59,retired,divorced,secondary,False,93,no,True,telephone,8,aug,108,2,-1,0,unknown,False
19959,35,technician,married,tertiary,False,944,no,False,telephone,8,aug,351,2,-1,0,unknown,False
19960,46,administrative,married,secondary,False,2148,no,False,telephone,8,aug,176,4,-1,0,unknown,False
19961,51,technician,married,secondary,False,19,no,True,telephone,8,aug,160,4,-1,0,unknown,False
19962,41,management,married,tertiary,False,3353,no,False,telephone,8,aug,51,2,-1,0,unknown,False
19963,38,management,single,tertiary,False,5244,no,False,telephone,8,aug,310,4,-1,0,unknown,False
19964,47,management,single,tertiary,False,275,no,False,telephone,8,aug,82,2,-1,0,unknown,False
19965,35,technician,married,secondary,False,46,no,False,telephone,8,aug,404,4,-1,0,unknown,False
19966,32,technician,single,tertiary,False,1190,yes,False,telephone,8,aug,131,4,-1,0,unknown,False
19967,33,management,married,tertiary,False,2374,yes,True,telephone,8,aug,212,2,-1,0,unknown,False
19968,43,management,married,tertiary,False,21510,no,False,telephone,8,aug,248,2,-1,0,unknown,False
19969,46,blue-collar,married,secondary,False,723,no,False,telephone,8,aug,63,2,-1,0,unknown,False
19970,38,management,married,tertiary,False,1074,no,False,telephone,8,aug,153,8,-1,0,unknown,False
19971,49,services,married,secondary,False,823,no,False,telephone,8,aug,780,4,-1,0,unknown,True
19972,41,technician,single,secondary,False,2300,no,False,telephone,8,aug,160,6,-1,0,unknown,False
19973,60,blue-collar,married,tertiary,False,759,no,False,telephone,8,aug,255,2,-1,0,unknown,False
19974,52,services,married,primary,False,1625,no,False,telephone,8,aug,459,2,-1,0,unknown,True
19975,35,technician,married,secondary,False,254,no,False,telephone,8,aug,153,7,-1,0,unknown,False
19976,47,services,married,unknown,False,11,no,False,telephone,8,aug,455,4,-1,0,unknown,False
19977,52,technician,married,secondary,False,3577,no,True,telephone,8,aug,62,2,-1,0,unknown,False
19978,35,technician,divorced,secondary,False,213,no,False,telephone,8,aug,46,2,-1,0,unknown,False
19979,30,management,single,tertiary,False,2900,no,False,telephone,8,aug,147,2,-1,0,unknown,False
19980,51,services,married,primary,False,0,no,False,telephone,8,aug,121,2,-1,0,unknown,False
19981,33,management,single,tertiary,False,308,yes,False,telephone,8,aug,97,4,-1,0,unknown,False
19982,35,self-employed,married,tertiary,False,1987,no,False,telephone,8,aug,335,3,-1,0,unknown,False
19983,39,technician,single,secondary,False,316,no,False,telephone,8,aug,100,1,-1,0,unknown,False
19984,37,management,married,tertiary,False,5016,no,False,telephone,8,aug,119,1,-1,0,unknown,False
19985,32,technician,single,tertiary,False,881,no,False,telephone,8,aug,79,1,-1,0,unknown,False
19986,38,technician,single,tertiary,False,523,no,False,telephone,8,aug,388,1,-1,0,unknown,False
19987,40,technician,married,secondary,False,84,yes,False,telephone,8,aug,119,3,-1,0,unknown,False
19988,33,management,married,tertiary,False,2907,no,False,telephone,8,aug,116,1,-1,0,unknown,False
19989,57,management,married,tertiary,False,1963,no,True,telephone,8,aug,178,3,-1,0,unknown,False
19990,53,blue-collar,married,primary,False,1868,no,False,telephone,8,aug,156,4,-1,0,unknown,False
19991,38,management,married,tertiary,False,484,yes,False,telephone,8,aug,173,8,-1,0,unknown,False
19992,47,housemaid,married,secondary,False,131,no,False,telephone,8,aug,148,1,-1,0,unknown,False
19993,34,technician,single,tertiary,False,19,no,False,telephone,8,aug,79,3,-1,0,unknown,False
19994,32,administrative,married,secondary,False,2711,no,False,telephone,8,aug,193,1,-1,0,unknown,False
19995,32,housemaid,married,primary,False,3786,no,False,telephone,8,aug,93,1,-1,0,unknown,False
19996,31,technician,married,tertiary,False,120,no,False,telephone,8,aug,1000,1,-1,0,unknown,True
19997,32,administrative,single,tertiary,False,298,no,False,telephone,8,aug,494,1,-1,0,unknown,False
19998,55,management,married,tertiary,False,223,no,False,telephone,8,aug,273,5,-1,0,unknown,False
19999,55,management,married,tertiary,False,1909,no,False,telephone,8,aug,167,1,-1,0,unknown,False
20000,39,entrepreneur,married,tertiary,False,745,no,False,telephone,8,aug,88,1,-1,0,unknown,False
20001,39,management,married,tertiary,False,-468,yes,True,telephone,8,aug,88,2,-1,0,unknown,False
20002,35,housemaid,married,primary,False,77,no,False,telephone,8,aug,191,1,-1,0,unknown,False
20003,40,management,married,tertiary,False,1468,no,False,telephone,8,aug,63,2,-1,0,unknown,False
20004,40,technician,married,secondary,False,8844,no,False,telephone,8,aug,204,1,-1,0,unknown,False
20005,33,technician,single,tertiary,False,6127,no,False,telephone,8,aug,127,3,-1,0,unknown,False
20006,32,management,married,tertiary,False,0,no,False,telephone,8,aug,83,1,-1,0,unknown,False
20007,39,technician,single,tertiary,False,1190,no,False,telephone,8,aug,136,1,-1,0,unknown,False
20008,36,technician,married,tertiary,False,4388,no,False,telephone,8,aug,52,3,-1,0,unknown,False
20009,57,management,married,tertiary,False,1171,no,False,telephone,8,aug,448,5,-1,0,unknown,False
20010,49,blue-collar,married,secondary,False,1264,no,False,telephone,8,aug,140,3,-1,0,unknown,False
20011,35,management,married,tertiary,False,2957,yes,True,telephone,8,aug,733,3,-1,0,unknown,True
20012,48,blue-collar,married,secondary,False,2083,no,False,telephone,8,aug,88,3,-1,0,unknown,False
20013,40,housemaid,married,secondary,False,949,no,False,telephone,8,aug,182,1,-1,0,unknown,False
20014,32,technician,single,secondary,False,483,no,False,telephone,8,aug,580,3,-1,0,unknown,True
20015,52,unemployed,married,secondary,False,1639,no,False,telephone,8,aug,93,1,-1,0,unknown,False
20016,48,services,married,secondary,False,801,no,False,telephone,8,aug,80,1,-1,0,unknown,False
20017,31,management,married,tertiary,False,10088,no,False,telephone,8,aug,72,6,-1,0,unknown,False
